,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
1800,Intel Xeon E5-2618L v3 @ 2.30GHz,"10,881",896,10.56,"$1,029.95*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2618L+v4+%40+2.20GHz&id=3101,"42,658 MOps/Sec","27,737 MOps/Sec",65 Million Primes/Sec,"25,418 Thousand Strings/Sec","3,683 MBytes/Sec","191,600 KBytes/Sec",984 Frames/Sec,"10,971 Million Matrices/Sec","1,973 MOps/Sec"
1801,Intel Xeon E5-2618L v4 @ 2.20GHz,"12,406",820,13.75,$902.20*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2620+%40+2.00GHz&id=1214,"20,675 MOps/Sec","7,675 MOps/Sec",30 Million Primes/Sec,"13,219 Thousand Strings/Sec","1,608 MBytes/Sec","89,144 KBytes/Sec",455 Frames/Sec,"3,897 Million Matrices/Sec","1,110 MOps/Sec"
1802,Intel Xeon E5-2620 @ 2.00GHz,"5,286",1563,68.65,$77.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2620+v2+%40+2.10GHz&id=2051,"22,532 MOps/Sec","11,348 MOps/Sec",35 Million Primes/Sec,"14,153 Thousand Strings/Sec","1,814 MBytes/Sec","102,572 KBytes/Sec",513 Frames/Sec,"4,396 Million Matrices/Sec","1,284 MOps/Sec"
1803,Intel Xeon E5-2620 v2 @ 2.10GHz,"6,236",1382,215.03,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2620+v3+%40+2.40GHz&id=2418,"28,728 MOps/Sec","14,428 MOps/Sec",36 Million Primes/Sec,"16,666 Thousand Strings/Sec","2,193 MBytes/Sec","120,042 KBytes/Sec",537 Frames/Sec,"7,727 Million Matrices/Sec","1,688 MOps/Sec"
1804,Intel Xeon E5-2620 v3 @ 2.40GHz,"7,806",1133,600.93,$12.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2620+v4+%40+2.10GHz&id=2766,"30,870 MOps/Sec","20,288 MOps/Sec",50 Million Primes/Sec,"18,194 Thousand Strings/Sec","2,516 MBytes/Sec","138,406 KBytes/Sec",815 Frames/Sec,"8,715 Million Matrices/Sec","1,623 MOps/Sec"
1805,Intel Xeon E5-2620 v4 @ 2.10GHz,"9,130",1017,186.32,$49.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2623+v3+%40+3.00GHz&id=2492,"23,635 MOps/Sec","12,491 MOps/Sec",34 Million Primes/Sec,"13,918 Thousand Strings/Sec","1,820 MBytes/Sec","98,912 KBytes/Sec",536 Frames/Sec,"6,767 Million Matrices/Sec","1,871 MOps/Sec"
1806,Intel Xeon E5-2623 v3 @ 3.00GHz,"6,790",1280,29.53,$229.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2623+v4+%40+2.60GHz&id=2808,"21,646 MOps/Sec","15,502 MOps/Sec",39 Million Primes/Sec,"13,307 Thousand Strings/Sec","1,853 MBytes/Sec","99,413 KBytes/Sec",586 Frames/Sec,"6,673 Million Matrices/Sec","1,766 MOps/Sec"
1807,Intel Xeon E5-2623 v4 @ 2.60GHz,"6,880",1264,695.68,$9.89,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2628+v3+%40+2.50GHz&id=4519,"25,505 MOps/Sec","19,345 MOps/Sec",80 Million Primes/Sec,"17,396 Thousand Strings/Sec","1,983 MBytes/Sec","123,411 KBytes/Sec",854 Frames/Sec,"10,388 Million Matrices/Sec","1,754 MOps/Sec"
1808,Intel Xeon E5-2628L v4 @ 1.90GHz,"11,079",878,8.12,"$1,364.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2629+v3+%40+2.40GHz&id=2867,"34,674 MOps/Sec","17,216 MOps/Sec",50 Million Primes/Sec,"20,720 Thousand Strings/Sec","2,597 MBytes/Sec","142,142 KBytes/Sec",658 Frames/Sec,"9,309 Million Matrices/Sec","1,426 MOps/Sec"
1809,Intel Xeon E5-2629 v3 @ 2.40GHz,"9,139",1014,18.28,$499.88*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630+%40+2.30GHz&id=1215,"23,767 MOps/Sec","8,728 MOps/Sec",34 Million Primes/Sec,"15,522 Thousand Strings/Sec","1,902 MBytes/Sec","100,945 KBytes/Sec",555 Frames/Sec,"4,482 Million Matrices/Sec","1,283 MOps/Sec"
1810,Intel Xeon E5-2630 @ 2.30GHz,"6,164",1393,212.57,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630+v2+%40+2.60GHz&id=2052,"27,541 MOps/Sec","13,869 MOps/Sec",38 Million Primes/Sec,"17,154 Thousand Strings/Sec","2,211 MBytes/Sec","124,302 KBytes/Sec",560 Frames/Sec,"5,308 Million Matrices/Sec","1,574 MOps/Sec"
1811,Intel Xeon E5-2630 v2 @ 2.60GHz,"7,481",1173,575.89,$12.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630+v3+%40+2.40GHz&id=2386,"38,824 MOps/Sec","19,410 MOps/Sec",51 Million Primes/Sec,"22,580 Thousand Strings/Sec","3,048 MBytes/Sec","162,992 KBytes/Sec",722 Frames/Sec,"10,123 Million Matrices/Sec","1,776 MOps/Sec"
1812,Intel Xeon E5-2630 v3 @ 2.40GHz,"10,389",921,693.05,$14.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630+v4+%40+2.20GHz&id=2758,"41,728 MOps/Sec","27,302 MOps/Sec",57 Million Primes/Sec,"23,479 Thousand Strings/Sec","3,405 MBytes/Sec","183,516 KBytes/Sec",841 Frames/Sec,"11,532 Million Matrices/Sec","1,787 MOps/Sec"
1813,Intel Xeon E5-2630 v4 @ 2.20GHz,"11,743",849,783.40,$14.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630L+%40+2.00GHz&id=2222,"20,832 MOps/Sec","7,709 MOps/Sec",30 Million Primes/Sec,"13,559 Thousand Strings/Sec","1,567 MBytes/Sec","90,391 KBytes/Sec",421 Frames/Sec,"3,930 Million Matrices/Sec","1,119 MOps/Sec"
1814,Intel Xeon E5-2630L @ 2.00GHz,"5,305",1559,102.37,$51.82*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630L+v2+%40+2.40GHz&id=2435,"24,099 MOps/Sec","12,049 MOps/Sec",38 Million Primes/Sec,"15,219 Thousand Strings/Sec","1,940 MBytes/Sec","108,539 KBytes/Sec",600 Frames/Sec,"4,634 Million Matrices/Sec","1,418 MOps/Sec"
1815,Intel Xeon E5-2630L v2 @ 2.40GHz,"6,701",1296,80.68,$83.06*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630L+v3+%40+1.80GHz&id=2818,"33,852 MOps/Sec","16,850 MOps/Sec",42 Million Primes/Sec,"19,540 Thousand Strings/Sec","2,555 MBytes/Sec","140,855 KBytes/Sec",583 Frames/Sec,"8,466 Million Matrices/Sec","1,534 MOps/Sec"
1816,Intel Xeon E5-2630L v3 @ 1.80GHz,"8,834",1039,111.82,$79.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2630L+v4+%40+1.80GHz&id=2914,"35,493 MOps/Sec","23,329 MOps/Sec",58 Million Primes/Sec,"20,283 Thousand Strings/Sec","2,947 MBytes/Sec","157,614 KBytes/Sec",723 Frames/Sec,"10,018 Million Matrices/Sec","1,691 MOps/Sec"
1817,Intel Xeon E5-2630L v4 @ 1.80GHz,"10,491",916,81.33,$129.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2637+%40+3.00GHz&id=3236,"10,795 MOps/Sec","3,962 MOps/Sec",15 Million Primes/Sec,"7,053 Thousand Strings/Sec",838.2 MBytes/Sec,"45,524 KBytes/Sec",295 Frames/Sec,"2,009 Million Matrices/Sec","1,526 MOps/Sec"
1818,Intel Xeon E5-2637 @ 3.00GHz,"2,978",2178,37.69,$79.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2637+v2+%40+3.50GHz&id=2178,"22,247 MOps/Sec","11,067 MOps/Sec",38 Million Primes/Sec,"13,836 Thousand Strings/Sec","1,881 MBytes/Sec","100,597 KBytes/Sec",546 Frames/Sec,"4,270 Million Matrices/Sec","1,888 MOps/Sec"
1819,Intel Xeon E5-2637 v2 @ 3.50GHz,"6,416",1343,71.32,$89.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2637+v3+%40+3.50GHz&id=2383,"25,036 MOps/Sec","12,613 MOps/Sec",41 Million Primes/Sec,"14,220 Thousand Strings/Sec","1,954 MBytes/Sec","101,189 KBytes/Sec",671 Frames/Sec,"6,672 Million Matrices/Sec","1,993 MOps/Sec"
1820,Intel Xeon E5-2637 v3 @ 3.50GHz,"7,259",1208,186.13,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2637+v4+%40+3.50GHz&id=2790,"23,635 MOps/Sec","15,530 MOps/Sec",40 Million Primes/Sec,"13,385 Thousand Strings/Sec","1,920 MBytes/Sec","104,529 KBytes/Sec",642 Frames/Sec,"6,684 Million Matrices/Sec","2,203 MOps/Sec"
1821,Intel Xeon E5-2637 v4 @ 3.50GHz,"7,385",1191,189.35,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2640+%40+2.50GHz&id=1216,"25,096 MOps/Sec","9,287 MOps/Sec",33 Million Primes/Sec,"15,949 Thousand Strings/Sec","1,920 MBytes/Sec","107,621 KBytes/Sec",490 Frames/Sec,"4,739 Million Matrices/Sec","1,351 MOps/Sec"
1822,Intel Xeon E5-2640 @ 2.50GHz,"6,321",1364,217.96,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2640+v2+%40+2.00GHz&id=2153,"28,958 MOps/Sec","14,657 MOps/Sec",41 Million Primes/Sec,"17,584 Thousand Strings/Sec","2,300 MBytes/Sec","131,950 KBytes/Sec",564 Frames/Sec,"5,668 Million Matrices/Sec","1,269 MOps/Sec"
1823,Intel Xeon E5-2640 v2 @ 2.00GHz,"7,636",1155,76.36,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2640+v3+%40+2.60GHz&id=2365,"42,774 MOps/Sec","21,450 MOps/Sec",49 Million Primes/Sec,"24,644 Thousand Strings/Sec","3,276 MBytes/Sec","179,722 KBytes/Sec",690 Frames/Sec,"11,219 Million Matrices/Sec","1,876 MOps/Sec"
1824,Intel Xeon E5-2640 v3 @ 2.60GHz,"11,181",873,860.78,$12.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2640+v4+%40+2.40GHz&id=2752,"43,568 MOps/Sec","28,526 MOps/Sec",56 Million Primes/Sec,"24,336 Thousand Strings/Sec","3,517 MBytes/Sec","191,838 KBytes/Sec",828 Frames/Sec,"12,256 Million Matrices/Sec","1,867 MOps/Sec"
1825,Intel Xeon E5-2640 v4 @ 2.40GHz,"12,238",825,61.19,$200.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2643+%40+3.30GHz&id=1217,"20,590 MOps/Sec","7,620 MOps/Sec",28 Million Primes/Sec,"13,197 Thousand Strings/Sec","1,601 MBytes/Sec","86,752 KBytes/Sec",518 Frames/Sec,"3,864 Million Matrices/Sec","1,613 MOps/Sec"
1826,Intel Xeon E5-2643 @ 3.30GHz,"5,428",1536,2.85,"$1,905.15",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2643+v2+%40+3.50GHz&id=2084,"33,294 MOps/Sec","16,556 MOps/Sec",56 Million Primes/Sec,"20,167 Thousand Strings/Sec","2,744 MBytes/Sec","150,882 KBytes/Sec",778 Frames/Sec,"6,484 Million Matrices/Sec","1,884 MOps/Sec"
1827,Intel Xeon E5-2643 v2 @ 3.50GHz,"9,134",1015,457.83,$19.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2643+v3+%40+3.40GHz&id=2479,"37,383 MOps/Sec","18,827 MOps/Sec",54 Million Primes/Sec,"22,232 Thousand Strings/Sec","2,941 MBytes/Sec","157,729 KBytes/Sec",812 Frames/Sec,"9,997 Million Matrices/Sec","2,081 MOps/Sec"
1828,Intel Xeon E5-2643 v3 @ 3.40GHz,"10,437",919,497.25,$20.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2643+v4+%40+3.40GHz&id=2811,"37,690 MOps/Sec","24,644 MOps/Sec",57 Million Primes/Sec,"21,123 Thousand Strings/Sec","3,023 MBytes/Sec","164,253 KBytes/Sec",910 Frames/Sec,"10,635 Million Matrices/Sec","2,238 MOps/Sec"
1829,Intel Xeon E5-2643 v4 @ 3.40GHz,"11,123",875,35.88,$310.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2648L+%40+1.80GHz&id=2605,"21,797 MOps/Sec","8,197 MOps/Sec",39 Million Primes/Sec,"14,004 Thousand Strings/Sec","1,784 MBytes/Sec","95,284 KBytes/Sec",543 Frames/Sec,"4,390 Million Matrices/Sec",931 MOps/Sec
1830,Intel Xeon E5-2648L v2 @ 1.90GHz,"8,828",1040,9.34,$945.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2648L+v3+%40+1.80GHz&id=2748,"43,131 MOps/Sec","21,589 MOps/Sec",61 Million Primes/Sec,"25,242 Thousand Strings/Sec","3,257 MBytes/Sec","183,329 KBytes/Sec",789 Frames/Sec,"11,363 Million Matrices/Sec","1,292 MOps/Sec"
1831,Intel Xeon E5-2648L v3 @ 1.80GHz,"9,847",959,16.40,$600.53*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2648L+v4+%40+1.80GHz&id=3044,NA,NA,NA,NA,NA,NA,NA,NA,"1,435 MOps/Sec"
1832,Intel Xeon E5-2648L v4 @ 1.80GHz,"11,547",855,8.34,"$1,384.57*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2649+v3+%40+2.30GHz&id=3194,"49,150 MOps/Sec","24,621 MOps/Sec",66 Million Primes/Sec,"29,733 Thousand Strings/Sec","3,523 MBytes/Sec","195,952 KBytes/Sec",897 Frames/Sec,"13,071 Million Matrices/Sec","1,674 MOps/Sec"
1833,Intel Xeon E5-2650 @ 2.00GHz,"7,417",1184,255.75,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650+v2+%40+2.60GHz&id=2042,"37,766 MOps/Sec","19,111 MOps/Sec",47 Million Primes/Sec,"23,472 Thousand Strings/Sec","3,009 MBytes/Sec","171,132 KBytes/Sec",668 Frames/Sec,"7,348 Million Matrices/Sec","1,686 MOps/Sec"
1834,Intel Xeon E5-2650 v2 @ 2.60GHz,"9,941",953,254.89,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650+v3+%40+2.30GHz&id=2344,"46,465 MOps/Sec","23,323 MOps/Sec",56 Million Primes/Sec,"26,755 Thousand Strings/Sec","3,616 MBytes/Sec","192,682 KBytes/Sec",807 Frames/Sec,"12,350 Million Matrices/Sec","1,656 MOps/Sec"
1835,Intel Xeon E5-2650 v3 @ 2.30GHz,"11,997",838,750.27,$15.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650+v4+%40+2.20GHz&id=2797,"52,304 MOps/Sec","34,291 MOps/Sec",62 Million Primes/Sec,"29,035 Thousand Strings/Sec","4,015 MBytes/Sec","229,003 KBytes/Sec",845 Frames/Sec,"14,546 Million Matrices/Sec","1,729 MOps/Sec"
1836,Intel Xeon E5-2650 v4 @ 2.20GHz,"13,814",750,354.20,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650L+%40+1.80GHz&id=1776,"24,596 MOps/Sec","9,114 MOps/Sec",29 Million Primes/Sec,"15,645 Thousand Strings/Sec","1,954 MBytes/Sec","105,322 KBytes/Sec",403 Frames/Sec,"4,611 Million Matrices/Sec","1,063 MOps/Sec"
1837,Intel Xeon E5-2650L @ 1.80GHz,"6,005",1431,207.06,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650L+v2+%40+1.70GHz&id=2989,"28,837 MOps/Sec","14,694 MOps/Sec",44 Million Primes/Sec,"18,422 Thousand Strings/Sec","2,289 MBytes/Sec","132,912 KBytes/Sec",607 Frames/Sec,"5,757 Million Matrices/Sec",954 MOps/Sec
1838,Intel Xeon E5-2650L v2 @ 1.70GHz,"7,586",1160,194.51,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650L+v3+%40+1.80GHz&id=2588,"46,578 MOps/Sec","23,204 MOps/Sec",58 Million Primes/Sec,"26,983 Thousand Strings/Sec","3,843 MBytes/Sec","195,415 KBytes/Sec",753 Frames/Sec,"11,573 Million Matrices/Sec","1,409 MOps/Sec"
1839,Intel Xeon E5-2650L v3 @ 1.80GHz,"11,922",840,8.73,"$1,365.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2650L+v4+%40+1.70GHz&id=3054,"49,281 MOps/Sec","32,325 MOps/Sec",65 Million Primes/Sec,"27,711 Thousand Strings/Sec","3,819 MBytes/Sec","215,159 KBytes/Sec",751 Frames/Sec,"12,096 Million Matrices/Sec","1,470 MOps/Sec"
1840,Intel Xeon E5-2650L v4 @ 1.70GHz,"12,646",814,21.21,$596.32,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2651+v2+%40+1.80GHz&id=2739,"38,114 MOps/Sec","19,263 MOps/Sec",45 Million Primes/Sec,"23,340 Thousand Strings/Sec","3,042 MBytes/Sec","173,080 KBytes/Sec",596 Frames/Sec,"7,455 Million Matrices/Sec","1,136 MOps/Sec"
1841,Intel Xeon E5-2651 v2 @ 1.80GHz,"9,408",990,33.83,$278.10*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2658+%40+2.10GHz&id=1487,NA,NA,NA,NA,NA,NA,NA,NA,"1,156 MOps/Sec"
1842,Intel Xeon E5-2658 @ 2.10GHz,"6,073",1415,4.50,"$1,350.70*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2658+v2+%40+2.40GHz&id=2110,"40,891 MOps/Sec","20,635 MOps/Sec",57 Million Primes/Sec,"25,801 Thousand Strings/Sec","3,127 MBytes/Sec","185,099 KBytes/Sec",799 Frames/Sec,"7,977 Million Matrices/Sec","1,495 MOps/Sec"
1843,Intel Xeon E5-2658 v2 @ 2.40GHz,"10,559",911,83.31,$126.74*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2658+v3+%40+2.20GHz&id=2619,NA,NA,NA,NA,NA,NA,NA,NA,"1,711 MOps/Sec"
1844,Intel Xeon E5-2658A v3 @ 2.20GHz,"14,879",691,8.12,"$1,832.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2660+%40+2.20GHz&id=1219,"32,979 MOps/Sec","12,122 MOps/Sec",41 Million Primes/Sec,"20,944 Thousand Strings/Sec","2,589 MBytes/Sec","141,600 KBytes/Sec",604 Frames/Sec,"6,167 Million Matrices/Sec","1,401 MOps/Sec"
1845,Intel Xeon E5-2660 @ 2.20GHz,"8,138",1103,"1,345.08",$6.05,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2660+v2+%40+2.20GHz&id=2184,"41,105 MOps/Sec","20,790 MOps/Sec",51 Million Primes/Sec,"25,338 Thousand Strings/Sec","3,244 MBytes/Sec","187,672 KBytes/Sec",691 Frames/Sec,"8,068 Million Matrices/Sec","1,529 MOps/Sec"
1846,Intel Xeon E5-2660 v2 @ 2.20GHz,"10,571",909,75.47,$140.07*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2660+v3+%40+2.60GHz&id=2359,"52,575 MOps/Sec","26,362 MOps/Sec",57 Million Primes/Sec,"30,083 Thousand Strings/Sec","3,953 MBytes/Sec","219,303 KBytes/Sec",800 Frames/Sec,"13,752 Million Matrices/Sec","1,814 MOps/Sec"
1847,Intel Xeon E5-2660 v3 @ 2.60GHz,"13,166",786,139.65,$94.28,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2660+v4+%40+2.00GHz&id=2881,"58,562 MOps/Sec","37,947 MOps/Sec",81 Million Primes/Sec,"33,926 Thousand Strings/Sec","5,064 MBytes/Sec","260,990 KBytes/Sec","1,129 Frames/Sec","15,546 Million Matrices/Sec","1,724 MOps/Sec"
1848,Intel Xeon E5-2660 v4 @ 2.00GHz,"16,005",644,231.95,$69.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2663+v3+%40+2.80GHz&id=2677,"37,877 MOps/Sec","28,325 MOps/Sec",82 Million Primes/Sec,"21,253 Thousand Strings/Sec","3,513 MBytes/Sec","190,876 KBytes/Sec",487 Frames/Sec,"12,447 Million Matrices/Sec","2,040 MOps/Sec"
1849,Intel Xeon E5-2665 @ 2.40GHz,"8,237",1089,56.34,$146.21,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2666+v3+%40+2.90GHz&id=2471,"58,701 MOps/Sec","29,414 MOps/Sec",58 Million Primes/Sec,"33,166 Thousand Strings/Sec","4,257 MBytes/Sec","246,155 KBytes/Sec",789 Frames/Sec,"15,344 Million Matrices/Sec","1,980 MOps/Sec"
1850,Intel Xeon E5-2667 @ 2.90GHz,"7,511",1167,80.27,$93.58,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v2+%40+3.30GHz&id=2154,"45,534 MOps/Sec","22,930 MOps/Sec",66 Million Primes/Sec,"28,202 Thousand Strings/Sec","3,788 MBytes/Sec","208,320 KBytes/Sec",918 Frames/Sec,"8,792 Million Matrices/Sec","2,018 MOps/Sec"
1851,Intel Xeon E5-2667 v2 @ 3.30GHz,"12,309",823,42.45,$289.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v3+%40+3.20GHz&id=2441,"47,694 MOps/Sec","23,891 MOps/Sec",58 Million Primes/Sec,"27,625 Thousand Strings/Sec","3,636 MBytes/Sec","199,787 KBytes/Sec",880 Frames/Sec,"12,696 Million Matrices/Sec","2,014 MOps/Sec"
1852,Intel Xeon E5-2667 v3 @ 3.20GHz,"12,556",818,66.43,$189.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v4+%40+3.20GHz&id=2830,"48,869 MOps/Sec","32,025 MOps/Sec",66 Million Primes/Sec,"27,410 Thousand Strings/Sec","3,970 MBytes/Sec","213,778 KBytes/Sec",962 Frames/Sec,"13,676 Million Matrices/Sec","2,173 MOps/Sec"
1853,Intel Xeon E5-2667 v4 @ 3.20GHz,"13,867",747,18.86,$735.32,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2669+v3+%40+2.30GHz&id=2700,NA,NA,NA,NA,NA,NA,NA,NA,"1,502 MOps/Sec"
1854,Intel Xeon E5-2670 @ 2.60GHz,"8,939",1035,496.88,$17.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v2+%40+2.50GHz&id=2152,"45,129 MOps/Sec","22,835 MOps/Sec",51 Million Primes/Sec,"27,534 Thousand Strings/Sec","3,463 MBytes/Sec","206,726 KBytes/Sec",678 Frames/Sec,"8,805 Million Matrices/Sec","1,632 MOps/Sec"
1855,Intel Xeon E5-2670 v2 @ 2.50GHz,"11,313",866,435.30,$25.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v3+%40+2.30GHz&id=2337,"57,044 MOps/Sec","28,611 MOps/Sec",59 Million Primes/Sec,"32,270 Thousand Strings/Sec","4,084 MBytes/Sec","238,455 KBytes/Sec",766 Frames/Sec,"15,217 Million Matrices/Sec","1,700 MOps/Sec"
1856,Intel Xeon E5-2670 v3 @ 2.30GHz,"13,798",751,353.79,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2673+v2+%40+3.30GHz&id=2741,"46,172 MOps/Sec","22,911 MOps/Sec",63 Million Primes/Sec,"29,625 Thousand Strings/Sec","3,647 MBytes/Sec","167,875 KBytes/Sec",871 Frames/Sec,"8,866 Million Matrices/Sec","1,947 MOps/Sec"
1857,Intel Xeon E5-2673 v3 @ 2.40GHz,"14,346",726,20.49,$700.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2673+v4+%40+2.30GHz&id=2888,"91,709 MOps/Sec","59,790 MOps/Sec",105 Million Primes/Sec,"50,459 Thousand Strings/Sec","6,780 MBytes/Sec","393,599 KBytes/Sec","1,307 Frames/Sec","23,648 Million Matrices/Sec","2,079 MOps/Sec"
1858,Intel Xeon E5-2673 v4 @ 2.30GHz,"21,576",432,11.06,"$1,950.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2675+v3+%40+1.80GHz&id=2686,"57,257 MOps/Sec","28,709 MOps/Sec",95 Million Primes/Sec,"32,614 Thousand Strings/Sec","4,676 MBytes/Sec","237,758 KBytes/Sec","1,173 Frames/Sec","15,605 Million Matrices/Sec","1,209 MOps/Sec"
1859,Intel Xeon E5-2678 v3 @ 2.50GHz,"14,651",704,137.97,$106.19*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2679+v4+%40+2.50GHz&id=2805,"108,732 MOps/Sec","70,411 MOps/Sec",99 Million Primes/Sec,"57,100 Thousand Strings/Sec","8,250 MBytes/Sec","445,723 KBytes/Sec","1,223 Frames/Sec","25,924 Million Matrices/Sec","1,992 MOps/Sec"
1860,Intel Xeon E5-2679 v4 @ 2.50GHz,"24,131",348,8.93,"$2,702.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+%40+2.70GHz&id=1221,"37,676 MOps/Sec","13,909 MOps/Sec",48 Million Primes/Sec,"24,271 Thousand Strings/Sec","2,976 MBytes/Sec","162,930 KBytes/Sec",728 Frames/Sec,"7,077 Million Matrices/Sec","1,562 MOps/Sec"
1861,Intel Xeon E5-2680 @ 2.70GHz,"9,414",989,324.62,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v2+%40+2.80GHz&id=2061,"49,095 MOps/Sec","24,632 MOps/Sec",59 Million Primes/Sec,"30,364 Thousand Strings/Sec","3,922 MBytes/Sec","221,705 KBytes/Sec",828 Frames/Sec,"9,521 Million Matrices/Sec","1,788 MOps/Sec"
1862,Intel Xeon E5-2680 v2 @ 2.80GHz,"12,614",815,323.43,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v3+%40+2.50GHz&id=2390,"62,287 MOps/Sec","31,234 MOps/Sec",70 Million Primes/Sec,"35,412 Thousand Strings/Sec","4,612 MBytes/Sec","257,773 KBytes/Sec",979 Frames/Sec,"15,841 Million Matrices/Sec","1,799 MOps/Sec"
1863,Intel Xeon E5-2680 v3 @ 2.50GHz,"15,284",673,84.91,$180.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v4+%40+2.40GHz&id=2779,"71,055 MOps/Sec","46,227 MOps/Sec",128 Million Primes/Sec,"39,181 Thousand Strings/Sec","5,420 MBytes/Sec","310,694 KBytes/Sec","1,036 Frames/Sec","19,017 Million Matrices/Sec","1,944 MOps/Sec"
