,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
1234,SAMSUNG MZNLN128HCGR-000L2,119.2 GB,"3,000",5887,57.39,$52.28*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN1T0HMLH-000&id=14259,NA,NA,NA,NA
1235,SAMSUNG MZNLN256HCHP-00000,238.5 GB,"3,705",4484,66.17,$56.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HCHP-000H1&id=11644,518 MBytes/Sec,283 MBytes/Sec,253 MBytes/Sec,30 MBytes/Sec
1236,SAMSUNG MZNLN256HCHP-000H1,238.5 GB,"3,732",4427,32.54,$114.70*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HCHP-000HW&id=12726,NA,NA,NA,NA
1237,SAMSUNG MZNLN256HCHP-000L2,238.5 GB,"3,781",4337,50.42,$74.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HCHP-000L7&id=10182,522 MBytes/Sec,282 MBytes/Sec,256 MBytes/Sec,31 MBytes/Sec
1238,SAMSUNG MZNLN256HMHQ-00000,238.5 GB,"3,932",4070,47.19,$83.32*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HMHQ-00007&id=27398,535 MBytes/Sec,356 MBytes/Sec,304 MBytes/Sec,45 MBytes/Sec
1239,SAMSUNG MZNLN512HMJP 512GB,476.9 GB,"4,565",3270,15.74,$290.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD128HAGM-000&id=5912,NA,NA,NA,NA
1240,SAMSUNG MZNTD128HAGM-00000,119.2 GB,"2,459",6800,86.52,$28.42*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD128HAGM-000KN&id=10710,NA,NA,NA,NA
1241,SAMSUNG MZNTD128HAGM-000L1,119.2 GB,"2,529",6687,50.58,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD256HAGL-000&id=6818,NA,NA,NA,NA
1242,SAMSUNG MZNTD256HAGL-00000,238.5 GB,"2,857",6172,34.92,$81.83*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD256HAGL-000L1&id=8683,NA,NA,NA,NA
1243,SAMSUNG MZNTE128HMGR-00000,119.2 GB,"2,581",6629,17.32,$149.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE128HMGR-000H1&id=9347,461 MBytes/Sec,125 MBytes/Sec,85 MBytes/Sec,19 MBytes/Sec
1244,SAMSUNG MZNTE256HMHP-00000,238.5 GB,"2,797",6286,22.31,$125.39*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE256HMHP-000H1&id=7478,507 MBytes/Sec,200 MBytes/Sec,105 MBytes/Sec,20 MBytes/Sec
1245,SAMSUNG MZNTE256HMHP-000H1,238.5 GB,"2,891",6104,34.59,$83.56*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE256HMHP-000L1&id=10638,NA,NA,NA,NA
1246,SAMSUNG MZNTE256HMHP-000L2,238.5 GB,"2,791",6301,33.27,$83.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE256HMHP-000L7&id=8287,505 MBytes/Sec,212 MBytes/Sec,111 MBytes/Sec,21 MBytes/Sec
1247,SAMSUNG MZNTE512HMJH-00000,476.9 GB,"3,159",5570,31.60,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE512HMJH-000H1&id=9502,526 MBytes/Sec,366 MBytes/Sec,127 MBytes/Sec,24 MBytes/Sec
1248,SAMSUNG MZNTE512HMJH-000H1,476.9 GB,"3,591",4694,24.84,$144.56*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE512HMJH-000L1&id=8716,NA,NA,NA,NA
1249,SAMSUNG MZNTY128HDHP-00000,119.2 GB,"2,942",6000,56.26,$52.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY128HDHP-000H1&id=12537,507 MBytes/Sec,196 MBytes/Sec,113 MBytes/Sec,33 MBytes/Sec
1250,SAMSUNG MZNTY128HDHP-000H1,119.2 GB,"2,992",5910,57.66,$51.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY128HDHP-000L1&id=12553,509 MBytes/Sec,300 MBytes/Sec,129 MBytes/Sec,30 MBytes/Sec
1251,SAMSUNG MZNTY128HDHP-000L2,119.2 GB,"3,384",5107,64.71,$52.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20MZNTY256HDHP-000&id=12316,501 MBytes/Sec,297 MBytes/Sec,123 MBytes/Sec,36 MBytes/Sec
1252,SAMSUNG MZNTY256HDHP-000H1,238.5 GB,"3,332",5219,41.65,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY256HDHP-000L2&id=12695,529 MBytes/Sec,240 MBytes/Sec,117 MBytes/Sec,32 MBytes/Sec
1253,SAMSUNG MZNTY256HDHP-000L2,238.5 GB,"3,234",5431,38.78,$83.38*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY256HDHP-000L7&id=12400,523 MBytes/Sec,287 MBytes/Sec,141 MBytes/Sec,33 MBytes/Sec
1254,SAMSUNG MZVLV128HCGR-00000,119.2 GB,"3,936",4064,62.47,$63.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZVLV128HCGR-000L1&id=13679,NA,NA,NA,NA
1255,SAMSUNG MZYLF128HCHP-000L2,119.2 GB,"2,210",7112,54.92,$40.23*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZYLN256HCHP-000L2&id=10706,449 MBytes/Sec,269 MBytes/Sec,223 MBytes/Sec,31 MBytes/Sec
1256,SAMSUNG MZYTE128HMGR-000L2,119.2 GB,"2,464",6791,61.49,$40.07*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZYTE256HMHP-000L2&id=9164,483 MBytes/Sec,233 MBytes/Sec,116 MBytes/Sec,23 MBytes/Sec
1257,SAMSUNG MZYTY128HDHP-000L2,119.2 GB,"2,880",6128,70.59,$40.80*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZYTY256HDHP-000L2&id=12434,496 MBytes/Sec,219 MBytes/Sec,122 MBytes/Sec,31 MBytes/Sec
1258,Samsung PM863 960GB,894.3 GB,"4,942",3073,6.42,$770.19,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20PM871%20512GB&id=10420,515 MBytes/Sec,406 MBytes/Sec,276 MBytes/Sec,32 MBytes/Sec
1259,SAMSUNG PM871 512GB,476.9 GB,"4,241",3597,33.93,$125.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM951%20128GB%20NVMe&id=10022,729 MBytes/Sec,147 MBytes/Sec,192 MBytes/Sec,25 MBytes/Sec
1260,Samsung PM951 128GB NVMe,119.2 GB,"3,843",4217,47.20,$81.42*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM951%201TB%20NVMe&id=13139,NA,NA,NA,NA
1261,Samsung PM951 256GB NVMe,238.5 GB,"6,770",2879,307.88,$21.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM951%20512GB%20NVMe&id=10515,"1,422 MBytes/Sec",541 MBytes/Sec,497 MBytes/Sec,35 MBytes/Sec
1262,Samsung PM951 512GB NVMe,476.9 GB,"8,697",2694,306.89,$28.34,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%20128GB%20NVMe&id=12978,"2,341 MBytes/Sec",601 MBytes/Sec,240 MBytes/Sec,53 MBytes/Sec
1263,Samsung PM961 128GB NVMe,119.2 GB,"11,303",2353,235.93,$47.91*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%201TB%20NVMe&id=12094,"2,539 MBytes/Sec","1,425 MBytes/Sec",819 MBytes/Sec,66 MBytes/Sec
1264,Samsung PM961 1TB NVMe,953.9 GB,"16,774",1521,134.20,$125.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%20256GB%20NVMe&id=12734,"2,427 MBytes/Sec",924 MBytes/Sec,703 MBytes/Sec,64 MBytes/Sec
1265,Samsung PM961 256GB NVMe,238.5 GB,"14,270",1861,620.70,$22.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%20512GB%20NVMe&id=13923,"2,400 MBytes/Sec","1,358 MBytes/Sec",879 MBytes/Sec,65 MBytes/Sec
1266,Samsung PM961 512GB NVMe,476.9 GB,"16,406",1559,643.39,$25.50,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20PM971%20SSD%20128GB&id=15357,"1,571 MBytes/Sec",429 MBytes/Sec,226 MBytes/Sec,44 MBytes/Sec
1267,Samsung PM981 1TB NVMe,953.9 GB,"20,149",1129,426.52,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%201TB%20NVMe%20SED&id=16345,"2,136 MBytes/Sec","1,393 MBytes/Sec","1,245 MBytes/Sec",56 MBytes/Sec
1268,Samsung PM981 256GB NVMe,238.5 GB,"14,246",1866,538.61,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%202TB%20NVMe&id=16942,"2,581 MBytes/Sec","1,831 MBytes/Sec","1,493 MBytes/Sec",66 MBytes/Sec
1269,Samsung PM981 2TB NVMe,1.9 TB,"20,856",1068,41.71,$499.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%20512GB%20NVMe&id=15163,"2,635 MBytes/Sec","1,379 MBytes/Sec","1,121 MBytes/Sec",69 MBytes/Sec
1270,Samsung PM981 512GB NVMe,476.9 GB,"18,084",1365,617.62,$29.28,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%20512GB%20NVMe%20SED&id=15963,"3,035 MBytes/Sec","1,553 MBytes/Sec","1,267 MBytes/Sec",69 MBytes/Sec
1271,Samsung PM9A1 MZVL22T0HBLB,1.9 TB,"45,567",105,230.14,$198.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20Portable%20SSD%20T1%201TB&id=12405,NA,NA,NA,NA
1272,Samsung Portable SSD T5,931.5 GB,"4,503",3314,34.64,$129.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20Portable%20SSD%20T5%201TB&id=21792,401 MBytes/Sec,347 MBytes/Sec,314 MBytes/Sec,24 MBytes/Sec
1273,Samsung Portable SSD T5 1TB,931.5 GB,"3,874",4160,13.38,$289.43,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20Portable%20SSD%20T5%20500GB&id=14934,366 MBytes/Sec,340 MBytes/Sec,324 MBytes/Sec,26 MBytes/Sec
1274,Samsung Portable SSD T5 500GB,465.8 GB,"3,753",4390,19.75,$189.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PSSD%20T7&id=27479,578 MBytes/Sec,507 MBytes/Sec,309 MBytes/Sec,24 MBytes/Sec
1275,Samsung SM951 128GB NVMe,119.2 GB,"10,505",2467,120.76,$86.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20256GB%20NVMe&id=10413,"1,823 MBytes/Sec","1,041 MBytes/Sec",837 MBytes/Sec,51 MBytes/Sec
1276,Samsung SM951 256GB NVMe,238.5 GB,"13,197",2022,68.20,$193.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20512GB%20NVMe&id=10427,"1,872 MBytes/Sec","1,166 MBytes/Sec",921 MBytes/Sec,52 MBytes/Sec
1277,Samsung SM951 512GB NVMe,476.9 GB,"13,947",1911,268.42,$51.96,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20M.2%20128GB%20AHCI&id=9464,"1,438 MBytes/Sec",577 MBytes/Sec,538 MBytes/Sec,43 MBytes/Sec
1278,Samsung SM951 M.2 128GB AHCI,119.2 GB,"9,124",2650,78.02,$116.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20M.2%20256GB%20AHCI&id=8844,"1,810 MBytes/Sec","1,083 MBytes/Sec",824 MBytes/Sec,48 MBytes/Sec
1279,Samsung SM951 M.2 256GB AHCI,238.5 GB,"13,130",2039,58.81,$223.25*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20M.2%20512GB%20AHCI&id=9385,"1,671 MBytes/Sec","1,137 MBytes/Sec",855 MBytes/Sec,46 MBytes/Sec
1280,Samsung SM951 M.2 512GB AHCI,476.9 GB,"12,945",2073,40.08,$322.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951a%20512GB%20NVMe&id=12697,"1,896 MBytes/Sec","1,328 MBytes/Sec",939 MBytes/Sec,51 MBytes/Sec
1281,Samsung SM961 128GB NVMe,119.2 GB,"14,638",1794,143.51,$102.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%201TB%20NVMe&id=12817,"2,653 MBytes/Sec","1,597 MBytes/Sec","1,146 MBytes/Sec",57 MBytes/Sec
1282,Samsung SM961 1TB NVMe,953.9 GB,"18,806",1274,284.94,$66.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%20256GB%20NVMe&id=12573,"2,595 MBytes/Sec","1,244 MBytes/Sec",945 MBytes/Sec,58 MBytes/Sec
1283,Samsung SM961 256GB NVMe,238.5 GB,"16,869",1509,172.16,$97.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%20512GB%20NVMe&id=12483,"2,723 MBytes/Sec","1,454 MBytes/Sec","1,032 MBytes/Sec",59 MBytes/Sec
1284,Samsung SM961 512GB NVMe,476.9 GB,"18,299",1340,91.50,$199.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0401N&id=1595,NA,NA,NA,NA
1285,SAMSUNG SP0411N,37.3 GB,303,10307,5.51,$55.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0612N&id=1598,NA,NA,NA,NA
1286,SAMSUNG SP0802N,74.6 GB,324,10216,3.27,$99.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0812C&id=763,NA,NA,NA,NA
1287,SAMSUNG SP0822N,16.6 GB,229,10518,2.49,$92.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0842N&id=17129,NA,NA,NA,NA
1288,SAMSUNG SP1614C,149 GB,356,10021,7.27,$49.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP1614N&id=1608,NA,NA,NA,NA
1289,SAMSUNG SP2504C,232.8 GB,569,9147,46.13,$12.34*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP2514N&id=17341,NA,NA,NA,NA
1290,SAMSUNG SSD 128GB MMCRE28G5MXP,119.2 GB,"1,108",8078,11.19,$99.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SSD%20128GB%20MZMPA128HMFU&id=1593,198 MBytes/Sec,190 MBytes/Sec,71 MBytes/Sec,12 MBytes/Sec
1291,Samsung SSD 650 120GB,111.8 GB,"2,613",6577,52.27,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750&id=12153,NA,NA,NA,NA
1292,Samsung SSD 750,232.9 GB,"3,866",4171,51.58,$74.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750&id=20657,NA,NA,NA,NA
1293,Samsung SSD 750 EVO 120GB,111.8 GB,"3,295",5293,94.18,$34.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750%20EVO%20250GB&id=11694,472 MBytes/Sec,249 MBytes/Sec,106 MBytes/Sec,33 MBytes/Sec
1294,Samsung SSD 750 EVO 250GB,232.9 GB,"3,021",5852,43.78,$69.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750%20EVO%20500G&id=12470,334 MBytes/Sec,262 MBytes/Sec,164 MBytes/Sec,23 MBytes/Sec
1295,Samsung SSD 750 EVO 500GB,465.8 GB,"4,065",3842,27.10,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SSD%20830&id=17101,NA,NA,NA,NA
1296,Samsung SSD 840 EVO 120GB,111.8 GB,"2,804",6273,23.73,$118.19,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20120GB%20mSATA&id=6870,446 MBytes/Sec,198 MBytes/Sec,96 MBytes/Sec,20 MBytes/Sec
1297,Samsung SSD 840 EVO 120GB mSATA,111.8 GB,"2,720",6394,18.13,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%201TB&id=5618,476 MBytes/Sec,444 MBytes/Sec,346 MBytes/Sec,42 MBytes/Sec
1298,Samsung SSD 840 EVO 1TB,931.5 GB,"4,557",3276,16.17,$281.79,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%201TB%20mSATA&id=7082,522 MBytes/Sec,496 MBytes/Sec,344 MBytes/Sec,46 MBytes/Sec
1299,Samsung SSD 840 EVO 1TB mSATA,931.5 GB,"4,906",3081,10.90,$449.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20250GB&id=5448,472 MBytes/Sec,266 MBytes/Sec,116 MBytes/Sec,27 MBytes/Sec
1300,Samsung SSD 840 EVO 250GB,232.9 GB,"3,090",5718,21.76,$141.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20250GB%20mSATA&id=6655,450 MBytes/Sec,243 MBytes/Sec,98 MBytes/Sec,26 MBytes/Sec
1301,Samsung SSD 840 EVO 250GB mSATA,232.9 GB,"2,923",6040,19.49,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20500GB&id=5529,482 MBytes/Sec,446 MBytes/Sec,187 MBytes/Sec,29 MBytes/Sec
1302,Samsung SSD 840 EVO 500GB,465.8 GB,"4,003",3940,13.34,$299.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20500GB%20mSATA&id=7069,485 MBytes/Sec,451 MBytes/Sec,202 MBytes/Sec,31 MBytes/Sec
1303,Samsung SSD 840 EVO 500GB mSATA,465.8 GB,"4,165",3699,23.14,$179.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20750GB&id=5651,455 MBytes/Sec,435 MBytes/Sec,325 MBytes/Sec,34 MBytes/Sec
1304,Samsung SSD 840 EVO 750GB,698.6 GB,"4,399",3405,11.00,$399.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20PRO&id=18408,NA,NA,NA,NA
1305,Samsung SSD 845DC EVO 960GB,894.3 GB,"3,209",5477,3.04,"$1,054.75*",https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850&id=20222,NA,NA,NA,NA
1306,Samsung SSD 850 120GB,111.8 GB,"3,688",4511,59.49,$61.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO&id=19662,209 MBytes/Sec,176 MBytes/Sec,129 MBytes/Sec,26 MBytes/Sec
1307,Samsung SSD 850 EVO 120GB,111.8 GB,"3,853",4198,48.22,$79.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20120GB&id=21082,NA,NA,NA,NA
1308,Samsung SSD 850 EVO 1TB,931.5 GB,"4,880",3091,37.83,$128.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20250GB&id=8747,479 MBytes/Sec,398 MBytes/Sec,250 MBytes/Sec,42 MBytes/Sec
1309,Samsung SSD 850 EVO 250GB,232.9 GB,"4,092",3804,68.20,$60.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%202TB&id=10186,656 MBytes/Sec,605 MBytes/Sec,493 MBytes/Sec,46 MBytes/Sec
1310,Samsung SSD 850 EVO 2TB,1.8 TB,"6,240",2915,34.67,$180.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%204TB&id=13198,522 MBytes/Sec,494 MBytes/Sec,470 MBytes/Sec,47 MBytes/Sec
1311,Samsung SSD 850 EVO 4TB,3.6 TB,"5,360",2993,4.19,"$1,279.99*",https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20500GB&id=8742,479 MBytes/Sec,442 MBytes/Sec,309 MBytes/Sec,42 MBytes/Sec
1312,Samsung SSD 850 EVO 500GB,465.8 GB,"4,456",3347,41.65,$106.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20M.2&id=19721,NA,NA,NA,NA
1313,Samsung SSD 850 EVO mSATA 120GB,111.8 GB,"3,938",4060,56.26,$69.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%201TB&id=9794,511 MBytes/Sec,479 MBytes/Sec,381 MBytes/Sec,43 MBytes/Sec
1314,Samsung SSD 850 EVO mSATA 1TB,931.5 GB,"4,904",3082,9.88,$496.35*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%20250GB&id=9588,453 MBytes/Sec,380 MBytes/Sec,259 MBytes/Sec,37 MBytes/Sec
1315,Samsung SSD 850 EVO mSATA 250GB,232.9 GB,"3,929",4075,32.76,$119.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%20500GB&id=9865,461 MBytes/Sec,412 MBytes/Sec,322 MBytes/Sec,38 MBytes/Sec
1316,Samsung SSD 850 EVO mSATA 500GB,465.8 GB,"4,321",3487,14.45,$299.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO&id=19627,NA,NA,NA,NA
1317,Samsung SSD 850 PRO 128GB,119.2 GB,"4,047",3870,20.24,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%201TB&id=8184,517 MBytes/Sec,439 MBytes/Sec,373 MBytes/Sec,41 MBytes/Sec
1318,Samsung SSD 850 PRO 1TB,953.9 GB,"4,770",3140,18.86,$252.87,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%20256GB&id=7818,481 MBytes/Sec,424 MBytes/Sec,330 MBytes/Sec,39 MBytes/Sec
1319,Samsung SSD 850 PRO 256GB,238.5 GB,"4,462",3342,33.05,$135.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%202TB&id=11181,528 MBytes/Sec,483 MBytes/Sec,423 MBytes/Sec,45 MBytes/Sec
1320,Samsung SSD 850 PRO 2TB,1.9 TB,"5,144",3020,16.74,$307.21,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%20512GB&id=8065,482 MBytes/Sec,428 MBytes/Sec,346 MBytes/Sec,39 MBytes/Sec
1321,Samsung SSD 850 PRO 512GB,476.9 GB,"4,528",3293,16.17,$279.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860&id=15610,483 MBytes/Sec,365 MBytes/Sec,343 MBytes/Sec,32 MBytes/Sec
1322,Samsung SSD 860 EVO 1TB,931.5 GB,"4,839",3104,42.08,$114.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20250G&id=15555,358 MBytes/Sec,276 MBytes/Sec,244 MBytes/Sec,31 MBytes/Sec
1323,Samsung SSD 860 EVO 250G,232.9 GB,"3,226",5443,40.36,$79.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20250GB&id=15348,485 MBytes/Sec,339 MBytes/Sec,322 MBytes/Sec,38 MBytes/Sec
1324,Samsung SSD 860 EVO 250GB,232.9 GB,"4,141",3723,197.18,$21.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%202TB&id=15751,535 MBytes/Sec,473 MBytes/Sec,427 MBytes/Sec,40 MBytes/Sec
1325,Samsung SSD 860 EVO 2TB,1.8 TB,"5,168",3016,25.84,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%204TB&id=16454,573 MBytes/Sec,513 MBytes/Sec,451 MBytes/Sec,42 MBytes/Sec
1326,Samsung SSD 860 EVO 4TB,3.6 TB,"5,549",2974,15.95,$347.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20500G&id=15609,372 MBytes/Sec,287 MBytes/Sec,266 MBytes/Sec,31 MBytes/Sec
1327,Samsung SSD 860 EVO 500G,465.8 GB,"3,365",5137,31.76,$105.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20500GB&id=15379,491 MBytes/Sec,366 MBytes/Sec,339 MBytes/Sec,38 MBytes/Sec
1328,Samsung SSD 860 EVO 500GB,465.8 GB,"4,327",3477,43.27,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20M.2%201TB&id=15479,515 MBytes/Sec,455 MBytes/Sec,403 MBytes/Sec,42 MBytes/Sec
1329,Samsung SSD 860 EVO mSATA 1TB,931.5 GB,"4,598",3247,6.57,$699.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20mSATA%20250GB&id=15393,481 MBytes/Sec,343 MBytes/Sec,346 MBytes/Sec,35 MBytes/Sec
1330,Samsung SSD 860 EVO mSATA 250GB,232.9 GB,"4,271",3555,26.71,$159.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20mSATA%20500GB&id=16194,487 MBytes/Sec,340 MBytes/Sec,306 MBytes/Sec,31 MBytes/Sec
1331,Samsung SSD 860 EVO mSATA 500GB,465.8 GB,"4,078",3826,20.49,$199.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%201TB&id=16079,505 MBytes/Sec,461 MBytes/Sec,455 MBytes/Sec,47 MBytes/Sec
1332,Samsung SSD 860 PRO 1TB,953.9 GB,"5,132",3024,15.79,$325.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%20256G&id=15339,NA,NA,NA,NA
1333,Samsung SSD 860 PRO 256GB,238.5 GB,"5,018",3053,24.24,$207.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%202TB&id=15699,498 MBytes/Sec,458 MBytes/Sec,455 MBytes/Sec,47 MBytes/Sec
1334,Samsung SSD 860 PRO 2TB,1.9 TB,"5,091",3028,7.83,$649.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%204TB&id=23340,454 MBytes/Sec,423 MBytes/Sec,417 MBytes/Sec,46 MBytes/Sec
1335,Samsung SSD 860 PRO 4TB,3.7 TB,"4,709",3177,4.01,"$1,175.00",https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%20512G&id=16183,417 MBytes/Sec,305 MBytes/Sec,361 MBytes/Sec,40 MBytes/Sec
